zip,primary_city,state,county,latitude,longitude
91804,Alhambra,CA,Los Angeles County,34.09,-118.12
91841,Alhambra,CA,Los Angeles County,34.09,-118.12
91896,Alhambra,CA,Los Angeles County,34.09,-118.12
91899,Alhambra,CA,Los Angeles County,34.08,-118.13
91901,Alpine,CA,San Diego County,32.8,-116.71
91902,Bonita,CA,San Diego County,32.67,-117.01
91903,Alpine,CA,San Diego County,32.83,-116.76
91905,Boulevard,CA,San Diego County,32.67,-116.31
91906,Campo,CA,San Diego County,32.68,-116.47
91908,Bonita,CA,San Diego County,32.65,-117.02
91909,Chula Vista,CA,San Diego County,32.61,-117.06
91910,Chula Vista,CA,San Diego County,32.63,-117.05
91911,Chula Vista,CA,San Diego County,32.61,-117.03
91912,Chula Vista,CA,San Diego County,32.64,-117.08
91913,Chula Vista,CA,San Diego County,32.64,-116.98
91914,Chula Vista,CA,San Diego County,32.66,-116.94
91915,Chula Vista,CA,San Diego County,32.62,-116.95
91916,Descanso,CA,San Diego County,32.9,-116.62
91917,Dulzura,CA,San Diego County,32.62,-116.67
91921,Chula Vista,CA,San Diego County,32.65,-116.95
91931,Guatay,CA,San Diego County,32.83,-116.58
91932,Imperial Beach,CA,San Diego County,32.57,-117.11
91933,Imperial Beach,CA,San Diego County,32.58,-117.11
91934,Jacumba,CA,San Diego County,32.63,-116.18
91935,Jamul,CA,San Diego County,32.69,-116.8
91941,La Mesa,CA,San Diego County,32.76,-117
91942,La Mesa,CA,San Diego County,32.78,-117.01
91943,La Mesa,CA,San Diego County,32.77,-117.01
91944,La Mesa,CA,San Diego County,32.76,-117.02
91945,Lemon Grove,CA,San Diego County,32.73,-117.03
91946,Lemon Grove,CA,San Diego County,32.74,-117.03
91947,Lincoln Acres,CA,San Diego County,32.66,-117.07
91948,Mount Laguna,CA,San Diego County,32.87,-116.46
91950,National City,CA,San Diego County,32.67,-117.09
91951,National City,CA,San Diego County,32.67,-117.09
91962,Pine Valley,CA,San Diego County,32.74,-116.42
91963,Potrero,CA,San Diego County,32.63,-116.59
91976,Spring Valley,CA,San Diego County,32.74,-116.98
91977,Spring Valley,CA,San Diego County,32.71,-116.99
91978,Spring Valley,CA,San Diego County,32.72,-116.94
91979,Spring Valley,CA,San Diego County,32.73,-116.97
91980,Tecate,CA,San Diego County,32.59,-116.62
91987,Tecate,CA,San Diego County,32.59,-116.64
91990,Potrero,CA,San Diego County,32.6,-116.61
92003,Bonsall,CA,San Diego County,33.28,-117.19
92004,Borrego Springs,CA,San Diego County,33.17,-116.27
92007,Cardiff By The Sea,CA,San Diego County,33.01,-117.27
92008,Carlsbad,CA,San Diego County,33.13,-117.3
92009,Carlsbad,CA,San Diego County,33.1,-117.24
92010,Carlsbad,CA,San Diego County,33.15,-117.28
92011,Carlsbad,CA,San Diego County,33.1,-117.29
92013,Carlsbad,CA,San Diego County,33.15,-117.35
92014,Del Mar,CA,San Diego County,32.96,-117.25
92018,Carlsbad,CA,San Diego County,33.16,-117.34
92019,El Cajon,CA,San Diego County,32.77,-116.86
92020,El Cajon,CA,San Diego County,32.79,-116.96
92021,El Cajon,CA,San Diego County,32.84,-116.88
92022,El Cajon,CA,San Diego County,32.73,-116.91
92023,Encinitas,CA,San Diego County,33.03,-117.29
92024,Encinitas,CA,San Diego County,33.05,-117.25
92025,Escondido,CA,San Diego County,33.09,-116.94
92026,Escondido,CA,San Diego County,33.22,-117.1
92027,Escondido,CA,San Diego County,33.13,-116.98
92028,Fallbrook,CA,San Diego County,33.39,-117.21
92029,Escondido,CA,San Diego County,33.08,-117.13
92030,Escondido,CA,San Diego County,33.13,-117.05
92033,Escondido,CA,San Diego County,33.12,-117.08
92036,Julian,CA,San Diego County,33.02,-116.49
92037,La Jolla,CA,San Diego County,32.86,-117.24
92038,La Jolla,CA,San Diego County,32.85,-117.25
92039,La Jolla,CA,San Diego County,32.84,-117.27
92040,Lakeside,CA,San Diego County,32.9,-116.89
92046,Escondido,CA,San Diego County,33.12,-117.1
92049,Oceanside,CA,San Diego County,33.19,-117.37
92051,Oceanside,CA,San Diego County,33.19,-117.36
92052,Oceanside,CA,San Diego County,33.19,-117.36
92054,Oceanside,CA,San Diego County,33.2,-117.35
92055,Camp Pendleton,CA,San Diego County,33.39,-117.44
92056,Oceanside,CA,San Diego County,33.2,-117.29
92057,Oceanside,CA,San Diego County,33.27,-117.28
92058,Oceanside,CA,San Diego County,33.33,-117.3
92059,Pala,CA,San Diego County,33.38,-117.07
92060,Palomar Mountain,CA,San Diego County,33.31,-116.84
92061,Pauma Valley,CA,San Diego County,33.3,-116.92
92064,Poway,CA,San Diego County,32.97,-117.02
92065,Ramona,CA,San Diego County,33.07,-116.83
92066,Ranchita,CA,San Diego County,33.22,-116.54
92067,Rancho Santa Fe,CA,San Diego County,33.02,-117.19
92068,San Luis Rey,CA,San Diego County,33.27,-117.27
92069,San Marcos,CA,San Diego County,33.15,-117.17
92070,Santa Ysabel,CA,San Diego County,33.18,-116.73
92071,Santee,CA,San Diego County,32.85,-116.99
92072,Santee,CA,San Diego County,32.83,-117.03
92074,Poway,CA,San Diego County,32.95,-117.03
92075,Solana Beach,CA,San Diego County,33,-117.26
92078,San Marcos,CA,San Diego County,33.11,-117.16
92079,San Marcos,CA,San Diego County,33.14,-117.16
92081,Vista,CA,San Diego County,33.18,-117.24
92082,Valley Center,CA,San Diego County,33.25,-116.98
92083,Vista,CA,San Diego County,33.2,-117.25
92084,Vista,CA,San Diego County,33.21,-117.2
92085,Vista,CA,San Diego County,33.19,-117.23
92086,Warner Springs,CA,San Diego County,33.28,-116.6
92088,Fallbrook,CA,San Diego County,33.36,-117.25
92090,El Cajon,CA,San Diego County,32.79,-116.96
92091,Rancho Santa Fe,CA,San Diego County,33.02,-117.24
92092,La Jolla,CA,San Diego County,32.87,-117.23
92093,La Jolla,CA,San Diego County,32.88,-117.23
92096,San Marcos,CA,San Diego County,33.13,-117.17
92101,San Diego,CA,San Diego County,32.71,-117.16
92102,San Diego,CA,San Diego County,32.72,-117.09
92103,San Diego,CA,San Diego County,32.74,-117.17
92104,San Diego,CA,San Diego County,32.73,-117.12
92105,San Diego,CA,San Diego County,32.73,-117.08
92106,San Diego,CA,San Diego County,32.72,-117.23
92107,San Diego,CA,San Diego County,32.74,-117.25
92108,San Diego,CA,San Diego County,32.77,-117.14
92109,San Diego,CA,San Diego County,32.79,-117.23
92110,San Diego,CA,San Diego County,32.77,-117.2
92111,San Diego,CA,San Diego County,32.8,-117.16
92112,San Diego,CA,San Diego County,32.72,-117.16
92113,San Diego,CA,San Diego County,32.69,-117.11
92114,San Diego,CA,San Diego County,32.71,-117.05
92115,San Diego,CA,San Diego County,32.75,-117.07
92116,San Diego,CA,San Diego County,32.76,-117.12
92117,San Diego,CA,San Diego County,32.82,-117.2
92118,Coronado,CA,San Diego County,32.7,-117.21
92119,San Diego,CA,San Diego County,32.81,-117.03
92120,San Diego,CA,San Diego County,32.79,-117.06
92121,San Diego,CA,San Diego County,32.9,-117.2
92122,San Diego,CA,San Diego County,32.85,-117.2
92123,San Diego,CA,San Diego County,32.8,-117.13
92124,San Diego,CA,San Diego County,32.82,-117.08
92126,San Diego,CA,San Diego County,32.88,-117.13
92127,San Diego,CA,San Diego County,33.02,-117.12
92128,San Diego,CA,San Diego County,32.99,-117.07
92129,San Diego,CA,San Diego County,32.96,-117.12
92130,San Diego,CA,San Diego County,32.95,-117.19
92131,San Diego,CA,San Diego County,32.89,-117.07
92132,San Diego,CA,San Diego County,32.71,-117.17
92133,San Diego,CA,San Diego County,32.72,-117.21
92134,San Diego,CA,San Diego County,32.72,-117.15
92135,San Diego,CA,San Diego County,32.7,-117.19
92136,San Diego,CA,San Diego County,32.67,-117.11
92137,San Diego,CA,San Diego County,32.88,-117.1
92138,San Diego,CA,San Diego County,32.76,-117.2
92139,San Diego,CA,San Diego County,32.68,-117.04
92140,San Diego,CA,San Diego County,32.74,-117.2
92142,San Diego,CA,San Diego County,32.83,-117.09
92143,San Ysidro,CA,San Diego County,32.56,-116.97
92145,San Diego,CA,San Diego County,32.93,-117.01
92147,San Diego,CA,San Diego County,32.72,-117.22
92149,San Diego,CA,San Diego County,32.67,-117.06
92150,San Diego,CA,San Diego County,32.98,-117.08
92152,San Diego,CA,San Diego County,32.69,-117.24
92153,San Diego,CA,San Diego County,32.56,-117.08
92154,San Diego,CA,San Diego County,32.56,-117.01
92155,San Diego,CA,San Diego County,32.67,-117.16
92158,San Diego,CA,San Diego County,32.56,-116.97
92159,San Diego,CA,San Diego County,32.8,-117.03
92160,San Diego,CA,San Diego County,32.78,-117.09
92161,San Diego,CA,San Diego County,32.88,-117.22
92162,San Diego,CA,San Diego County,32.71,-117.12
92163,San Diego,CA,San Diego County,32.74,-117.16
92164,San Diego,CA,San Diego County,32.74,-117.12
92165,San Diego,CA,San Diego County,32.74,-117.1
92166,San Diego,CA,San Diego County,32.72,-117.23
92167,San Diego,CA,San Diego County,32.74,-117.24
92168,San Diego,CA,San Diego County,32.76,-117.15
92169,San Diego,CA,San Diego County,32.79,-117.25
92170,San Diego,CA,San Diego County,32.69,-117.13
92171,San Diego,CA,San Diego County,32.78,-117.17
92172,San Diego,CA,San Diego County,32.96,-117.13
92173,San Ysidro,CA,San Diego County,32.55,-117.04
92174,San Diego,CA,San Diego County,32.7,-117.08
92175,San Diego,CA,San Diego County,32.76,-117.06
92176,San Diego,CA,San Diego County,32.76,-117.12
92177,San Diego,CA,San Diego County,32.82,-117.19
92178,Coronado,CA,San Diego County,32.68,-117.17
92179,San Diego,CA,San Diego County,32.56,-116.97
92182,San Diego,CA,San Diego County,32.76,-117.07
92184,San Diego,CA,San Diego County,32.71,-117.16
92186,San Diego,CA,San Diego County,32.74,-117.2
92187,San Diego,CA,San Diego County,32.72,-117.16
92190,San Diego,CA,San Diego County,32.78,-117.09
92191,San Diego,CA,San Diego County,32.9,-117.21
92192,San Diego,CA,San Diego County,32.85,-117.21
92193,San Diego,CA,San Diego County,32.8,-117.14
92194,San Diego,CA,San Diego County,32.8,-117.13
92195,San Diego,CA,San Diego County,32.74,-117.05
92196,San Diego,CA,San Diego County,32.91,-117.12
92197,San Diego,CA,San Diego County,32.83,-117.2
92198,San Diego,CA,San Diego County,32.99,-117.07
92199,San Diego,CA,San Diego County,32.99,-117.07
92201,Indio,CA,Riverside County,33.71,-116.23
92202,Indio,CA,Riverside County,33.66,-116.29
92203,Indio,CA,Riverside County,33.75,-116.23
92210,Indian Wells,CA,Riverside County,33.7,-116.33
92211,Palm Desert,CA,Riverside County,33.77,-116.34
92220,Banning,CA,Riverside County,33.95,-116.83
92222,Bard,CA,Imperial County,32.79,-114.55
92223,Beaumont,CA,Riverside County,33.94,-116.97
92225,Blythe,CA,Riverside County,33.75,-114.51
92226,Blythe,CA,Riverside County,33.6,-114.58
92227,Brawley,CA,Imperial County,33.02,-115.45
92230,Cabazon,CA,Riverside County,33.93,-116.77
92231,Calexico,CA,Imperial County,32.69,-115.51
92232,Calexico,CA,Imperial County,32.67,-115.5
92233,Calipatria,CA,Imperial County,33.13,-115.52
92234,Cathedral City,CA,Riverside County,33.82,-116.45
92235,Cathedral City,CA,Riverside County,33.77,-116.46
92236,Coachella,CA,Riverside County,33.7,-116.17
92239,Desert Center,CA,Riverside County,33.76,-115.47
92240,Desert Hot Springs,CA,Riverside County,33.95,-116.52
92241,Desert Hot Springs,CA,Riverside County,33.83,-116.29
92242,Earp,CA,San Bernardino County,34.15,-114.33
92243,El Centro,CA,Imperial County,32.77,-115.6
92244,El Centro,CA,Imperial County,32.79,-115.57
92247,La Quinta,CA,Riverside County,33.66,-116.31
92248,La Quinta,CA,Riverside County,33.66,-116.31
92249,Heber,CA,Imperial County,32.73,-115.47
92250,Holtville,CA,Imperial County,32.83,-115.19
92251,Imperial,CA,Imperial County,32.86,-115.65
92252,Joshua Tree,CA,San Bernardino County,34.15,-116.27
92253,La Quinta,CA,Riverside County,33.65,-116.27
92254,Mecca,CA,Riverside County,33.55,-115.97
92255,Palm Desert,CA,Riverside County,33.74,-116.36
92256,Morongo Valley,CA,San Bernardino County,34.1,-116.58
92257,Niland,CA,Imperial County,33.3,-115.55
92258,North Palm Springs,CA,Riverside County,33.92,-116.56
92259,Ocotillo,CA,Imperial County,32.72,-115.88
92260,Palm Desert,CA,Riverside County,33.7,-116.4
92261,Palm Desert,CA,Riverside County,33.61,-116.42
92262,Palm Springs,CA,Riverside County,33.85,-116.56
92263,Palm Springs,CA,Riverside County,33.87,-116.56
92264,Palm Springs,CA,Riverside County,33.72,-116.51
92266,Palo Verde,CA,Imperial County,33.34,-114.93
92267,Parker Dam,CA,San Bernardino County,34.28,-114.18
92268,Pioneertown,CA,San Bernardino County,34.21,-116.52
92270,Rancho Mirage,CA,Riverside County,33.78,-116.41
92273,Seeley,CA,Imperial County,32.79,-115.69
92274,Thermal,CA,Riverside County,33.48,-116.1
92275,Salton City,CA,Imperial County,33.28,-115.92
92276,Thousand Palms,CA,Riverside County,33.8,-116.36
92277,Twentynine Palms,CA,San Bernardino County,34.24,-115.86
92278,Twentynine Palms,CA,San Bernardino County,34.23,-116.06
92280,Vidal,CA,San Bernardino County,34.14,-114.52
92281,Westmorland,CA,Imperial County,33.05,-115.61
92282,Whitewater,CA,Riverside County,33.94,-116.65
92283,Winterhaven,CA,Imperial County,32.87,-114.72
92284,Yucca Valley,CA,San Bernardino County,34.15,-116.41
92285,Landers,CA,San Bernardino County,34.33,-116.51
92286,Yucca Valley,CA,San Bernardino County,34.18,-116.4
92292,Palm Springs,CA,Riverside County,33.83,-116.54
92301,Adelanto,CA,San Bernardino County,34.66,-117.51
92304,Amboy,CA,San Bernardino County,34.54,-115.64
92305,Angelus Oaks,CA,San Bernardino County,34.18,-116.86
92307,Apple Valley,CA,San Bernardino County,34.57,-117.15
92308,Apple Valley,CA,San Bernardino County,34.42,-117.14
92309,Baker,CA,San Bernardino County,35.31,-116.04
92310,Fort Irwin,CA,San Bernardino County,35.26,-116.69
92311,Barstow,CA,San Bernardino County,34.97,-116.99
92312,Barstow,CA,San Bernardino County,34.97,-117.05
92313,Grand Terrace,CA,San Bernardino County,34.03,-117.31
92314,Big Bear City,CA,San Bernardino County,34.26,-116.84
92315,Big Bear Lake,CA,San Bernardino County,34.23,-116.86
92316,Bloomington,CA,San Bernardino County,34.06,-117.39
92317,Blue Jay,CA,San Bernardino County,34.25,-117.21
92318,Bryn Mawr,CA,San Bernardino County,34.04,-117.23
92320,Calimesa,CA,Riverside County,33.99,-117.05
92321,Cedar Glen,CA,San Bernardino County,34.25,-117.16
92322,Cedarpines Park,CA,San Bernardino County,34.25,-117.32
92323,Cima,CA,San Bernardino County,35.2,-115.42
92324,Colton,CA,San Bernardino County,34.01,-117.27
92325,Crestline,CA,San Bernardino County,34.25,-117.3
92326,Crest Park,CA,San Bernardino County,34.24,-117.2
92327,Daggett,CA,San Bernardino County,34.86,-116.81
92328,Death Valley,CA,Inyo County,36.6,-116.83
92329,Phelan,CA,San Bernardino County,34.35,-117.6
92331,Fontana,CA,San Bernardino County,34.06,-117.44
92332,Essex,CA,San Bernardino County,34.96,-115.31
92333,Fawnskin,CA,San Bernardino County,34.27,-116.94
92334,Fontana,CA,San Bernardino County,34.07,-117.46
92335,Fontana,CA,San Bernardino County,34.08,-117.46
92336,Fontana,CA,San Bernardino County,34.14,-117.45
92337,Fontana,CA,San Bernardino County,34.05,-117.46
92338,Ludlow,CA,San Bernardino County,34.72,-116.15
92339,Forest Falls,CA,San Bernardino County,34.08,-116.9
92340,Hesperia,CA,San Bernardino County,34.41,-117.27
92341,Green Valley Lake,CA,San Bernardino County,34.24,-117.07
92342,Helendale,CA,San Bernardino County,34.74,-117.35
92344,Hesperia,CA,San Bernardino County,34.39,-117.39
92345,Hesperia,CA,San Bernardino County,34.36,-117.32
92346,Highland,CA,San Bernardino County,34.13,-117.15
92347,Hinkley,CA,San Bernardino County,34.95,-117.18
92350,Loma Linda,CA,San Bernardino County,34.05,-117.26
92352,Lake Arrowhead,CA,San Bernardino County,34.27,-117.19
92354,Loma Linda,CA,San Bernardino County,34.05,-117.24
92356,Lucerne Valley,CA,San Bernardino County,34.52,-116.88
92357,Loma Linda,CA,San Bernardino County,34.05,-117.25
92358,Lytle Creek,CA,San Bernardino County,34.25,-117.54
92359,Mentone,CA,San Bernardino County,34.08,-117.07
92363,Needles,CA,San Bernardino County,34.78,-114.59
92364,Nipton,CA,San Bernardino County,35.34,-115.43
92365,Newberry Springs,CA,San Bernardino County,34.9,-116.66
92366,Mountain Pass,CA,San Bernardino County,35.47,-115.52
92368,Oro Grande,CA,San Bernardino County,34.65,-117.32
92369,Patton,CA,San Bernardino County,34.13,-117.22
92371,Phelan,CA,San Bernardino County,34.42,-117.48
92372,Pinon Hills,CA,San Bernardino County,34.47,-117.62
92373,Redlands,CA,San Bernardino County,34,-117.12
92374,Redlands,CA,San Bernardino County,34.06,-117.17
92375,Redlands,CA,San Bernardino County,34.05,-117.19
92376,Rialto,CA,San Bernardino County,34.1,-117.38
92377,Rialto,CA,San Bernardino County,34.16,-117.39
92378,Rimforest,CA,San Bernardino County,34.23,-117.23
92382,Running Springs,CA,San Bernardino County,34.21,-117.12
92384,Shoshone,CA,Inyo County,35.97,-116.2
92385,Skyforest,CA,San Bernardino County,34.23,-117.18
92386,Sugarloaf,CA,San Bernardino County,34.24,-116.83
92389,Tecopa,CA,Inyo County,35.85,-116.22
92391,Twin Peaks,CA,San Bernardino County,34.23,-117.23
92392,Victorville,CA,San Bernardino County,34.49,-117.36
92393,Victorville,CA,San Bernardino County,34.48,-117.31
92394,Victorville,CA,San Bernardino County,34.57,-117.33
92395,Victorville,CA,San Bernardino County,34.5,-117.29
92397,Wrightwood,CA,San Bernardino County,34.36,-117.61
92398,Yermo,CA,San Bernardino County,34.91,-116.85
92399,Yucaipa,CA,San Bernardino County,34.04,-117.01
92401,San Bernardino,CA,San Bernardino County,34.1,-117.29
92402,San Bernardino,CA,San Bernardino County,34.07,-117.46
92403,San Bernardino,CA,San Bernardino County,34.1,-117.27
92404,San Bernardino,CA,San Bernardino County,34.17,-117.24
92405,San Bernardino,CA,San Bernardino County,34.14,-117.3
92406,San Bernardino,CA,San Bernardino County,34.13,-117.28
92407,San Bernardino,CA,San Bernardino County,34.22,-117.37
92408,San Bernardino,CA,San Bernardino County,34.08,-117.27
92410,San Bernardino,CA,San Bernardino County,34.11,-117.3
92411,San Bernardino,CA,San Bernardino County,34.12,-117.32
92412,San Bernardino,CA,San Bernardino County,34.08,-117.26
92413,San Bernardino,CA,San Bernardino County,34.14,-117.25
92414,San Bernardino,CA,San Bernardino County,34.18,-117.26
92415,San Bernardino,CA,San Bernardino County,34.12,-117.26
92418,San Bernardino,CA,San Bernardino County,34.1,-117.29
92423,San Bernardino,CA,San Bernardino County,34.1,-117.28
92424,San Bernardino,CA,San Bernardino County,34.14,-117.3
92427,San Bernardino,CA,San Bernardino County,34.19,-117.34
92501,Riverside,CA,Riverside County,33.99,-117.38
92502,Riverside,CA,Riverside County,33.98,-117.37
92503,Riverside,CA,Riverside County,33.89,-117.44
92504,Riverside,CA,Riverside County,33.9,-117.4
92505,Riverside,CA,Riverside County,33.93,-117.49
92506,Riverside,CA,Riverside County,33.92,-117.36
92507,Riverside,CA,Riverside County,33.96,-117.31
92508,Riverside,CA,Riverside County,33.89,-117.32
92509,Riverside,CA,Riverside County,33.99,-117.44
92513,Riverside,CA,Riverside County,33.91,-117.46
92514,Riverside,CA,Riverside County,33.94,-117.41
92515,Riverside,CA,Riverside County,33.91,-117.48
92516,Riverside,CA,Riverside County,33.95,-117.39
92517,Riverside,CA,Riverside County,33.96,-117.43
92518,March Air Reserve Base,CA,Riverside County,33.89,-117.27
92519,Riverside,CA,Riverside County,33.99,-117.41
92521,Riverside,CA,Riverside County,33.97,-117.34
92522,Riverside,CA,Riverside County,33.94,-117.39
92530,Lake Elsinore,CA,Riverside County,33.68,-117.37
92531,Lake Elsinore,CA,Riverside County,33.6,-117.39
92532,Lake Elsinore,CA,Riverside County,33.71,-117.34
92536,Aguanga,CA,Riverside County,33.5,-116.81
92539,Anza,CA,Riverside County,33.53,-116.68
92543,Hemet,CA,Riverside County,33.66,-116.98
92544,Hemet,CA,Riverside County,33.64,-116.83
92545,Hemet,CA,Riverside County,33.73,-117.05
92546,Hemet,CA,Riverside County,33.74,-116.97
92548,Homeland,CA,Riverside County,33.75,-117.11
92549,Idyllwild,CA,Riverside County,33.76,-116.73
92551,Moreno Valley,CA,Riverside County,33.87,-117.22
92552,Moreno Valley,CA,Riverside County,33.92,-117.24
92553,Moreno Valley,CA,Riverside County,33.92,-117.24
92554,Moreno Valley,CA,Riverside County,33.91,-117.25
92555,Moreno Valley,CA,Riverside County,33.9,-117.1
92556,Moreno Valley,CA,Riverside County,33.96,-117.24
92557,Moreno Valley,CA,Riverside County,33.97,-117.25
92561,Mountain Center,CA,Riverside County,33.63,-116.59
92562,Murrieta,CA,Riverside County,33.54,-117.33
92563,Murrieta,CA,Riverside County,33.57,-117.14
92564,Murrieta,CA,Riverside County,33.64,-117.18
92567,Nuevo,CA,Riverside County,33.82,-117.1
92570,Perris,CA,Riverside County,33.78,-117.33
92571,Perris,CA,Riverside County,33.83,-117.2
92572,Perris,CA,Riverside County,33.78,-117.22
92581,San Jacinto,CA,Riverside County,33.78,-116.95
92582,San Jacinto,CA,Riverside County,33.81,-117.02
92583,San Jacinto,CA,Riverside County,33.79,-116.93
92584,Menifee,CA,Riverside County,33.65,-117.18
92585,Sun City,CA,Riverside County,33.74,-117.18
92586,Sun City,CA,Riverside County,33.7,-117.19
92587,Sun City,CA,Riverside County,33.69,-117.24
92589,Temecula,CA,Riverside County,33.51,-117.1
92590,Temecula,CA,Riverside County,33.48,-117.22
92591,Temecula,CA,Riverside County,33.53,-117.1
92592,Temecula,CA,Riverside County,33.53,-117.04
92593,Temecula,CA,Riverside County,33.5,-117.15
92595,Wildomar,CA,Riverside County,33.62,-117.25
92596,Winchester,CA,Riverside County,33.63,-117.07
92599,Perris,CA,Riverside County,33.83,-117.19
92602,Irvine,CA,Orange County,33.74,-117.76
92603,Irvine,CA,Orange County,33.62,-117.79
92604,Irvine,CA,Orange County,33.69,-117.78
92605,Huntington Beach,CA,Orange County,33.71,-118
92606,Irvine,CA,Orange County,33.7,-117.82
92607,Laguna Niguel,CA,Orange County,33.52,-117.7
92609,El Toro,CA,Orange County,33.59,-117.7
92610,Foothill Ranch,CA,Orange County,33.7,-117.67
92612,Irvine,CA,Orange County,33.66,-117.83
92614,Irvine,CA,Orange County,33.68,-117.85
92615,Huntington Beach,CA,Orange County,33.65,-117.96
92616,Irvine,CA,Orange County,33.64,-117.83
92617,Irvine,CA,Orange County,33.64,-117.84
92618,Irvine,CA,Orange County,33.67,-117.73
92619,Irvine,CA,Orange County,33.66,-117.76
92620,Irvine,CA,Orange County,33.7,-117.76
92623,Irvine,CA,Orange County,33.69,-117.81
92624,Capistrano Beach,CA,Orange County,33.45,-117.66
92625,Corona Del Mar,CA,Orange County,33.6,-117.86
92626,Costa Mesa,CA,Orange County,33.67,-117.9
92627,Costa Mesa,CA,Orange County,33.64,-117.91
92628,Costa Mesa,CA,Orange County,33.64,-117.91
92629,Dana Point,CA,Orange County,33.47,-117.7
92630,Lake Forest,CA,Orange County,33.64,-117.67
92637,Laguna Woods,CA,Orange County,33.61,-117.72
92646,Huntington Beach,CA,Orange County,33.66,-117.97
92647,Huntington Beach,CA,Orange County,33.72,-118
92648,Huntington Beach,CA,Orange County,33.67,-118
92649,Huntington Beach,CA,Orange County,33.71,-118.04
92650,East Irvine,CA,Orange County,33.67,-117.75
92651,Laguna Beach,CA,Orange County,33.55,-117.78
92652,Laguna Beach,CA,Orange County,33.54,-117.78
92653,Laguna Hills,CA,Orange County,33.59,-117.7
92654,Laguna Hills,CA,Orange County,33.6,-117.71
92655,Midway City,CA,Orange County,33.75,-117.98
92656,Aliso Viejo,CA,Orange County,33.57,-117.72
92657,Newport Coast,CA,Orange County,33.6,-117.82
92658,Newport Beach,CA,Orange County,33.63,-117.86
92659,Newport Beach,CA,Orange County,33.62,-117.92
92660,Newport Beach,CA,Orange County,33.62,-117.87
92661,Newport Beach,CA,Orange County,33.6,-117.9
92662,Newport Beach,CA,Orange County,33.61,-117.89
92663,Newport Beach,CA,Orange County,33.62,-117.93
92672,San Clemente,CA,Orange County,33.42,-117.62
92673,San Clemente,CA,Orange County,33.48,-117.61
92674,San Clemente,CA,Orange County,33.43,-117.62
92675,San Juan Capistrano,CA,Orange County,33.52,-117.61
92676,Silverado,CA,Orange County,33.75,-117.63
92677,Laguna Niguel,CA,Orange County,33.53,-117.7
92678,Trabuco Canyon,CA,Orange County,33.66,-117.59
92679,Trabuco Canyon,CA,Orange County,33.61,-117.6
92683,Westminster,CA,Orange County,33.75,-117.99
92684,Westminster,CA,Orange County,33.76,-118
92685,Westminster,CA,Orange County,33.75,-117.99
92688,Rancho Santa Margarita,CA,Orange County,33.62,-117.61
92690,Mission Viejo,CA,Orange County,33.61,-117.64
92691,Mission Viejo,CA,Orange County,33.6,-117.66
92692,Mission Viejo,CA,Orange County,33.6,-117.64
92693,San Juan Capistrano,CA,Orange County,33.49,-117.66
92694,Ladera Ranch,CA,Orange County,33.55,-117.62
92697,Irvine,CA,Orange County,33.64,-117.84
92698,Aliso Viejo,CA,Orange County,33.67,-117.83
92701,Santa Ana,CA,Orange County,33.75,-117.85
92702,Santa Ana,CA,Orange County,33.73,-117.87
92703,Santa Ana,CA,Orange County,33.74,-117.89
92704,Santa Ana,CA,Orange County,33.71,-117.9
92705,Santa Ana,CA,Orange County,33.76,-117.79
92706,Santa Ana,CA,Orange County,33.76,-117.88
92707,Santa Ana,CA,Orange County,33.71,-117.87
92708,Fountain Valley,CA,Orange County,33.71,-117.94
92709,Irvine,CA,Orange County,33.67,-117.73
92710,Irvine,CA,Orange County,33.7,-117.81
92711,Santa Ana,CA,Orange County,33.76,-117.8
92712,Santa Ana,CA,Orange County,33.75,-117.87
92725,Santa Ana,CA,Orange County,33.75,-117.86
92728,Fountain Valley,CA,Orange County,33.71,-117.92
92735,Santa Ana,CA,Orange County,33.71,-117.85
92780,Tustin,CA,Orange County,33.74,-117.82
92781,Tustin,CA,Orange County,33.73,-117.81
92782,Tustin,CA,Orange County,33.75,-117.77
92799,Santa Ana,CA,Orange County,33.71,-117.9
92801,Anaheim,CA,Orange County,33.84,-117.95
92802,Anaheim,CA,Orange County,33.81,-117.91
92803,Anaheim,CA,Orange County,33.84,-117.93
92804,Anaheim,CA,Orange County,33.81,-117.97
92805,Anaheim,CA,Orange County,33.82,-117.91
92806,Anaheim,CA,Orange County,33.84,-117.87
92807,Anaheim,CA,Orange County,33.85,-117.79
92808,Anaheim,CA,Orange County,33.86,-117.74
92809,Anaheim,CA,Orange County,33.86,-117.74
92811,Atwood,CA,Orange County,33.86,-117.83
92812,Anaheim,CA,Orange County,33.81,-117.92
92814,Anaheim,CA,Orange County,33.81,-117.96
92815,Anaheim,CA,Orange County,33.83,-117.91
92816,Anaheim,CA,Orange County,33.83,-117.88
92817,Anaheim,CA,Orange County,33.85,-117.79
92821,Brea,CA,Orange County,33.92,-117.86
92822,Brea,CA,Orange County,33.91,-117.89
92823,Brea,CA,Orange County,33.92,-117.8
92825,Anaheim,CA,Orange County,33.83,-117.91
92831,Fullerton,CA,Orange County,33.87,-117.89
92832,Fullerton,CA,Orange County,33.86,-117.92
92833,Fullerton,CA,Orange County,33.88,-117.96
92834,Fullerton,CA,Orange County,33.87,-117.89
92835,Fullerton,CA,Orange County,33.9,-117.91
92836,Fullerton,CA,Orange County,33.87,-117.9
