zip,primary_city,state,county,latitude,longitude
00501,Holtsville,NY,Suffolk County,40.81,-73.04
00544,Holtsville,NY,Suffolk County,40.81,-73.04
00601,Adjuntas,PR,Adjuntas Municipio,18.16,-66.72
00602,Aguada,PR,Aguada Municipio,18.38,-67.18
00603,Aguadilla,PR,Aguadilla Municipio,18.43,-67.15
00604,Aguadilla,PR,NA,18.43,-67.15
00605,Aguadilla,PR,NA,18.43,-67.15
00606,Maricao,PR,Maricao Municipio,18.18,-66.98
00610,Anasco,PR,Anasco Municipio,18.28,-67.14
00611,Angeles,PR,NA,18.28,-66.79
00612,Arecibo,PR,Arecibo Municipio,18.45,-66.73
00613,Arecibo,PR,NA,18.45,-66.73
00614,Arecibo,PR,NA,18.45,-66.73
00616,Bajadero,PR,Arecibo Municipio,18.42,-66.67
00617,Barceloneta,PR,Barceloneta Municipio,18.45,-66.56
00622,Boqueron,PR,Cabo Rojo Municipio,17.99,-67.15
00623,Cabo Rojo,PR,Cabo Rojo Municipio,18.08,-67.14
00624,Penuelas,PR,Penuelas Municipio,18.06,-66.72
00627,Camuy,PR,Camuy Municipio,18.48,-66.84
00631,Castaner,PR,Lares Municipio,18.19,-66.82
00636,Rosario,PR,NA,18.15,-67.06
00637,Sabana Grande,PR,Sabana Grande Municipio,18.08,-66.96
00638,Ciales,PR,Ciales Municipio,18.33,-66.47
00641,Utuado,PR,Utuado Municipio,18.27,-66.7
00646,Dorado,PR,Dorado Municipio,18.47,-66.27
00647,Ensenada,PR,Guanica Municipio,17.96,-66.94
00650,Florida,PR,Florida Municipio,18.36,-66.56
00652,Garrochales,PR,Arecibo Municipio,18.45,-66.6
00653,Guanica,PR,Guanica Municipio,17.99,-66.89
00656,Guayanilla,PR,Guayanilla Municipio,18.02,-66.79
00659,Hatillo,PR,Hatillo Municipio,18.48,-66.82
00660,Hormigueros,PR,Hormigueros Municipio,18.14,-67.12
00662,Isabela,PR,Isabela Municipio,18.5,-67.02
00664,Jayuya,PR,Jayuya Municipio,18.22,-66.59
00667,Lajas,PR,Lajas Municipio,18.04,-67.06
00669,Lares,PR,Lares Municipio,18.29,-66.88
00670,Las Marias,PR,Las Marias Municipio,18.27,-67.06
00674,Manati,PR,Manati Municipio,18.43,-66.48
00676,Moca,PR,Moca Municipio,18.39,-67.11
00677,Rincon,PR,Rincon Municipio,18.34,-67.25
00678,Quebradillas,PR,Quebradillas Municipio,18.47,-66.93
00680,Mayaguez,PR,Mayaguez Municipio,18.2,-67.14
00681,Mayaguez,PR,NA,18.2,-67.14
00682,Mayaguez,PR,Mayaguez Municipio,18.22,-67.16
00683,San German,PR,San German Municipio,18.08,-67.04
00685,San Sebastian,PR,San Sebastian Municipio,18.33,-66.99
00687,Morovis,PR,Morovis Municipio,18.32,-66.4
00688,Sabana Hoyos,PR,Arecibo Municipio,18.38,-66.62
00690,San Antonio,PR,Aguadilla Municipio,18.49,-67.09
00692,Vega Alta,PR,Vega Alta Municipio,18.41,-66.32
00693,Vega Baja,PR,Vega Baja Municipio,18.44,-66.39
00694,Vega Baja,PR,Vega Baja Municipio,18.48,-66.39
00698,Yauco,PR,Yauco Municipio,18.03,-66.86
00703,Aguas Buenas,PR,Aguas Buenas Municipio,18.25,-66.1
00704,Aguirre,PR,Salinas Municipio,17.96,-66.22
00705,Aibonito,PR,Aibonito Municipio,18.14,-66.26
00707,Maunabo,PR,Maunabo Municipio,18,-65.9
00714,Arroyo,PR,Arroyo Municipio,17.97,-66.06
00715,Mercedita,PR,Ponce Municipio,18.01,-66.56
00716,Ponce,PR,Ponce Municipio,17.98,-66.6
00717,Ponce,PR,Ponce Municipio,18,-66.61
00718,Naguabo,PR,Naguabo Municipio,18.21,-65.73
00719,Naranjito,PR,Naranjito Municipio,18.3,-66.24
00720,Orocovis,PR,Orocovis Municipio,18.22,-66.39
00721,Palmer,PR,NA,18.37,-65.77
00723,Patillas,PR,Patillas Municipio,18,-66.01
00725,Caguas,PR,Caguas Municipio,18.23,-66.03
00726,Caguas,PR,NA,18.23,-66.03
00727,Caguas,PR,Caguas Municipio,18.22,-66.07
00728,Ponce,PR,Ponce Municipio,17.99,-66.66
00729,Canovanas,PR,Canovanas Municipio,18.37,-65.9
00730,Ponce,PR,Ponce Municipio,18.03,-66.62
00731,Ponce,PR,Ponce Municipio,18.11,-66.63
00732,Ponce,PR,NA,17.98,-66.6
00733,Ponce,PR,NA,17.98,-66.6
00734,Ponce,PR,NA,17.98,-66.6
00735,Ceiba,PR,Ceiba Municipio,18.25,-65.68
00736,Cayey,PR,Cayey Municipio,18.11,-66.16
00737,Cayey,PR,NA,18.11,-66.16
00738,Fajardo,PR,Fajardo Municipio,18.33,-65.65
00739,Cidra,PR,Cidra Municipio,18.17,-66.15
00740,Puerto Real,PR,Fajardo Municipio,18.33,-65.63
00741,Punta Santiago,PR,Humacao Municipio,18.16,-65.75
00742,Roosevelt Roads,PR,NA,18.27,-65.65
00744,Rio Blanco,PR,NA,18.22,-65.79
00745,Rio Grande,PR,Rio Grande Municipio,18.38,-65.83
00751,Salinas,PR,Salinas Municipio,17.97,-66.29
00754,San Lorenzo,PR,San Lorenzo Municipio,18.19,-65.96
00757,Santa Isabel,PR,Santa Isabel Municipio,17.97,-66.4
00765,Vieques,PR,Vieques Municipio,18.13,-65.44
00766,Villalba,PR,Villalba Municipio,18.13,-66.48
00767,Yabucoa,PR,Yabucoa Municipio,18.04,-65.87
00769,Coamo,PR,Coamo Municipio,18.08,-66.36
00771,Las Piedras,PR,Las Piedras Municipio,18.18,-65.86
00772,Loiza,PR,Loiza Municipio,18.43,-65.88
00773,Luquillo,PR,Luquillo Municipio,18.37,-65.71
00775,Culebra,PR,Culebra Municipio,18.33,-65.3
00777,Juncos,PR,Juncos Municipio,18.22,-65.91
00778,Gurabo,PR,Gurabo Municipio,18.25,-65.97
00780,Coto Laurel,PR,Ponce Municipio,18.09,-66.57
00782,Comerio,PR,Comerio Municipio,18.22,-66.22
00783,Corozal,PR,Corozal Municipio,18.34,-66.31
00784,Guayama,PR,Guayama Municipio,17.97,-66.11
00785,Guayama,PR,NA,17.97,-66.11
00786,La Plata,PR,Aibonito Municipio,18.16,-66.23
00791,Humacao,PR,Humacao Municipio,18.15,-65.81
00792,Humacao,PR,NA,18.15,-65.81
00794,Barranquitas,PR,Barranquitas Municipio,18.18,-66.3
00795,Juana Diaz,PR,Juana Diaz Municipio,18.05,-66.5
00801,St Thomas,VI,NA,18.35,-64.93
00802,St Thomas,VI,NA,18.35,-64.93
00803,St Thomas,VI,NA,18.35,-64.93
00804,St Thomas,VI,NA,18.35,-64.93
00805,St Thomas,VI,NA,18.34,-64.93
00820,Christiansted,VI,NA,17.74,-64.7
00821,Christiansted,VI,NA,17.74,-64.7
00822,Christiansted,VI,NA,17.74,-64.7
00823,Christiansted,VI,NA,17.74,-64.7
00824,Christiansted,VI,NA,17.74,-64.7
00830,St John,VI,NA,18.33,-64.79
00831,St John,VI,NA,18.33,-64.79
00840,Frederiksted,VI,NA,17.71,-64.88
00841,Frederiksted,VI,NA,17.71,-64.88
00850,Kingshill,VI,NA,17.76,-64.82
00851,Kingshill,VI,NA,17.73,-64.8
00901,San Juan,PR,San Juan Municipio,18.47,-66.1
00902,San Juan,PR,NA,18.4,-66.06
00906,San Juan,PR,San Juan Municipio,18.46,-66.09
00907,San Juan,PR,San Juan Municipio,18.45,-66.08
00908,San Juan,PR,NA,18.4,-66.06
00909,San Juan,PR,San Juan Municipio,18.44,-66.07
00910,San Juan,PR,NA,18.4,-66.06
00911,San Juan,PR,San Juan Municipio,18.45,-66.06
00912,San Juan,PR,San Juan Municipio,18.45,-66.06
00913,San Juan,PR,San Juan Municipio,18.45,-66.04
00914,San Juan,PR,NA,18.4,-66.06
00915,San Juan,PR,San Juan Municipio,18.44,-66.05
00916,San Juan,PR,NA,18.4,-66.06
00917,San Juan,PR,San Juan Municipio,18.42,-66.05
00918,San Juan,PR,San Juan Municipio,18.42,-66.07
00919,San Juan,PR,NA,18.4,-66.06
00920,San Juan,PR,San Juan Municipio,18.41,-66.09
00921,San Juan,PR,San Juan Municipio,18.39,-66.09
00922,San Juan,PR,NA,18.4,-66.06
00923,San Juan,PR,San Juan Municipio,18.41,-66.04
00924,San Juan,PR,San Juan Municipio,18.4,-66.01
00925,San Juan,PR,San Juan Municipio,18.4,-66.05
00926,San Juan,PR,San Juan Municipio,18.35,-66.05
00927,San Juan,PR,San Juan Municipio,18.4,-66.06
00928,San Juan,PR,NA,18.4,-66.06
00929,San Juan,PR,San Juan,18.4,-66.06
00930,San Juan,PR,NA,18.4,-66.06
00931,San Juan,PR,San Juan,18.4,-66.06
00933,San Juan,PR,San Juan,18.4,-66.06
00934,Fort Buchanan,PR,Guaynabo Municipio,18.41,-66.12
00935,San Juan,PR,San Juan,18.4,-66.06
00936,San Juan,PR,San Juan Municipio,18.4,-66.07
00937,San Juan,PR,San Juan,18.4,-66.06
00939,San Juan,PR,San Juan,18.4,-66.06
00940,San Juan,PR,NA,18.4,-66.06
00949,Toa Baja,PR,Toa Baja Municipio,18.44,-66.25
00950,Toa Baja,PR,Dorado Municipio,18.46,-66.23
00951,Toa Baja,PR,Toa Baja Municipio,18.43,-66.25
00952,Sabana Seca,PR,Toa Baja Municipio,18.42,-66.19
00953,Toa Alta,PR,Toa Alta Municipio,18.39,-66.25
00954,Toa Alta,PR,Toa Alta,18.39,-66.25
00955,San Juan,PR,San Juan,18.4,-66.06
00956,Bayamon,PR,Bayamon Municipio,18.32,-66.17
00957,Bayamon,PR,Bayamon Municipio,18.37,-66.19
00958,Bayamon,PR,Bayamon,18.28,-66.13
00959,Bayamon,PR,Bayamon Municipio,18.39,-66.15
00960,Bayamon,PR,Bayamon Municipio,18.42,-66.15
00961,Bayamon,PR,Bayamon Municipio,18.41,-66.17
00962,Catano,PR,Catano Municipio,18.44,-66.15
00963,Catano,PR,Catano,18.43,-66.11
00965,Guaynabo,PR,Guaynabo Municipio,18.43,-66.11
00966,Guaynabo,PR,Guaynabo Municipio,18.4,-66.12
00968,Guaynabo,PR,Guaynabo Municipio,18.41,-66.1
00969,Guaynabo,PR,Guaynabo Municipio,18.38,-66.11
00970,Guaynabo,PR,NA,18.38,-66.11
00971,Guaynabo,PR,Guaynabo Municipio,18.32,-66.12
00975,San Juan,PR,San Juan,18.4,-66.06
00976,Trujillo Alto,PR,Trujillo Alto Municipio,18.36,-66.01
00977,Trujillo Alto,PR,NA,18.36,-66.01
00978,Saint Just,PR,San Juan,18.37,-66.01
00979,Carolina,PR,Carolina Municipio,18.44,-66.03
00981,Carolina,PR,Carolina,18.4,-65.98
00982,Carolina,PR,Carolina Municipio,18.41,-65.99
00983,Carolina,PR,Carolina Municipio,18.4,-65.98
00984,Carolina,PR,Carolina,18.4,-65.98
00985,Carolina,PR,Carolina Municipio,18.41,-65.95
00986,Carolina,PR,Carolina,18.4,-65.98
00987,Carolina,PR,Carolina Municipio,18.34,-65.94
00988,Carolina,PR,Carolina,18.4,-65.98
01001,Agawam,MA,Hampden County,42.06,-72.61
01002,Amherst,MA,Hampshire County,42.37,-72.52
01003,Amherst,MA,Hampshire County,42.39,-72.52
01004,Amherst,MA,Hampshire County,42.37,-72.52
01005,Barre,MA,Worcester County,42.42,-72.1
01007,Belchertown,MA,Hampshire County,42.27,-72.4
01008,Blandford,MA,Hampden County,42.18,-72.93
01009,Bondsville,MA,Hampden County,42.2,-72.34
01010,Brimfield,MA,Hampden County,42.11,-72.2
01011,Chester,MA,Hampden County,42.28,-72.98
01012,Chesterfield,MA,Hampshire County,42.4,-72.85
01013,Chicopee,MA,Hampden County,42.15,-72.6
01014,Chicopee,MA,Hampden County,42.17,-72.57
01020,Chicopee,MA,Hampden County,42.17,-72.57
01021,Chicopee,MA,Hampden County,42.17,-72.57
01022,Chicopee,MA,Hampden County,42.2,-72.54
01026,Cummington,MA,Hampshire County,42.46,-72.9
01027,Easthampton,MA,Hampshire County,42.26,-72.68
01028,East Longmeadow,MA,Hampden County,42.06,-72.51
01029,East Otis,MA,Berkshire County,42.17,-73.03
01030,Feeding Hills,MA,Hampden County,42.06,-72.67
01031,Gilbertville,MA,Worcester County,42.33,-72.2
01032,Goshen,MA,Hampshire County,42.46,-72.81
01033,Granby,MA,Hampshire County,42.26,-72.52
01034,Granville,MA,Hampden County,42.06,-72.86
01035,Hadley,MA,Hampshire County,42.35,-72.58
01036,Hampden,MA,Hampden County,42.06,-72.41
01037,Hardwick,MA,Worcester County,42.35,-72.2
01038,Hatfield,MA,Hampshire County,42.37,-72.6
01039,Haydenville,MA,Hampshire County,42.39,-72.7
01040,Holyoke,MA,Hampden County,42.21,-72.64
01041,Holyoke,MA,Hampden County,42.21,-72.64
01050,Huntington,MA,Hampshire County,42.23,-72.88
01053,Leeds,MA,Hampshire County,42.35,-72.71
01054,Leverett,MA,Franklin County,42.45,-72.5
01056,Ludlow,MA,Hampden County,42.16,-72.48
01057,Monson,MA,Hampden County,42.09,-72.31
01059,North Amherst,MA,Hampshire County,42.4,-72.52
01060,Northampton,MA,Hampshire County,42.32,-72.63
01061,Northampton,MA,Hampshire County,42.32,-72.67
01062,Florence,MA,Hampshire County,42.32,-72.67
01063,Northampton,MA,Hampshire County,42.32,-72.64
01066,North Hatfield,MA,Hampshire County,42.41,-72.66
01068,Oakham,MA,Worcester County,42.35,-72.05
01069,Palmer,MA,Hampden County,42.16,-72.32
01070,Plainfield,MA,Hampshire County,42.51,-72.91
01071,Russell,MA,Hampden County,42.18,-72.85
01072,Shutesbury,MA,Franklin County,42.45,-72.4
01073,Southampton,MA,Hampshire County,42.23,-72.73
01074,South Barre,MA,Worcester County,42.39,-72.09
01075,South Hadley,MA,Hampshire County,42.26,-72.56
01077,Southwick,MA,Hampden County,42.05,-72.76
01079,Thorndike,MA,Hampden County,42.2,-72.33
01080,Three Rivers,MA,Hampden County,42.18,-72.37
01081,Wales,MA,Hampden County,42.06,-72.21
01082,Ware,MA,Hampshire County,42.25,-72.24
01083,Warren,MA,Worcester County,42.21,-72.19
01084,West Chesterfield,MA,Hampshire County,42.39,-72.88
01085,Westfield,MA,Hampden County,42.13,-72.75
01086,Westfield,MA,Hampden County,42.13,-72.79
01088,West Hatfield,MA,Hampshire County,42.39,-72.64
01089,West Springfield,MA,Hampden County,42.12,-72.65
01090,West Springfield,MA,Hampden County,42.12,-72.65
01092,West Warren,MA,Worcester County,42.19,-72.24
01093,Whately,MA,Franklin County,42.44,-72.65
01094,Wheelwright,MA,Worcester County,42.35,-72.14
01095,Wilbraham,MA,Hampden County,42.13,-72.43
01096,Williamsburg,MA,Hampshire County,42.4,-72.76
01097,Woronoco,MA,Hampden County,42.18,-72.83
01098,Worthington,MA,Hampshire County,42.41,-72.93
01101,Springfield,MA,Hampden County,42.11,-72.53
01102,Springfield,MA,Hampden County,42.11,-72.53
01103,Springfield,MA,Hampden County,42.1,-72.59
01104,Springfield,MA,Hampden County,42.13,-72.57
01105,Springfield,MA,Hampden County,42.1,-72.58
01106,Longmeadow,MA,Hampden County,42.04,-72.57
01107,Springfield,MA,Hampden County,42.12,-72.61
01108,Springfield,MA,Hampden County,42.08,-72.56
01109,Springfield,MA,Hampden County,42.11,-72.53
01111,Springfield,MA,Hampden County,42.11,-72.53
01115,Springfield,MA,Hampden County,42.11,-72.53
01116,Longmeadow,MA,Hampden County,42.04,-72.57
01118,Springfield,MA,Hampden County,42.09,-72.53
01119,Springfield,MA,Hampden County,42.12,-72.51
01128,Springfield,MA,Hampden County,42.09,-72.49
01129,Springfield,MA,Hampden County,42.12,-72.49
01133,Springfield,MA,Hampden County,42.1,-72.59
01138,Springfield,MA,Hampden County,42.11,-72.53
01139,Springfield,MA,Hampden County,42.11,-72.53
01144,Springfield,MA,Hampden County,42.11,-72.53
01151,Indian Orchard,MA,Hampden County,42.15,-72.51
01152,Springfield,MA,Hampden County,42.11,-72.53
01195,Springfield,MA,Hampden County,42.1,-72.58
01199,Springfield,MA,Hampden County,42.12,-72.6
01201,Pittsfield,MA,Berkshire County,42.45,-73.26
01202,Pittsfield,MA,Berkshire County,42.45,-73.26
01203,Pittsfield,MA,Berkshire County,42.45,-73.26
01220,Adams,MA,Berkshire County,42.62,-73.11
01222,Ashley Falls,MA,Berkshire County,42.05,-73.33
01223,Becket,MA,Berkshire County,42.33,-73.07
01224,Berkshire,MA,Berkshire County,42.51,-73.2
01225,Cheshire,MA,Berkshire County,42.55,-73.15
01226,Dalton,MA,Berkshire County,42.47,-73.16
01227,Dalton,MA,Berkshire County,42.47,-73.16
01229,Glendale,MA,Berkshire County,42.28,-73.34
01230,Great Barrington,MA,Berkshire County,42.19,-73.35
01235,Hinsdale,MA,Berkshire County,42.42,-73.07
01236,Housatonic,MA,Berkshire County,42.27,-73.38
01237,Lanesboro,MA,Berkshire County,42.51,-73.22
01238,Lee,MA,Berkshire County,42.3,-73.25
01240,Lenox,MA,Berkshire County,42.35,-73.28
01242,Lenox Dale,MA,Berkshire County,42.33,-73.25
01243,Middlefield,MA,Hampshire County,42.35,-73.01
01244,Mill River,MA,Berkshire County,42.12,-73.26
01245,Monterey,MA,Berkshire County,42.18,-73.21
01247,North Adams,MA,Berkshire County,42.68,-73.11
01252,North Egremont,MA,Berkshire County,42.17,-73.44
01253,Otis,MA,Berkshire County,42.21,-73.11
01254,Richmond,MA,Berkshire County,42.37,-73.36
01255,Sandisfield,MA,Berkshire County,42.11,-73.13
01256,Savoy,MA,Berkshire County,42.56,-73.02
01257,Sheffield,MA,Berkshire County,42.1,-73.34
01258,South Egremont,MA,Berkshire County,42.11,-73.46
01259,Southfield,MA,Berkshire County,42.07,-73.23
01260,South Lee,MA,Berkshire County,42.3,-73.34
01262,Stockbridge,MA,Berkshire County,42.3,-73.32
01263,Stockbridge,MA,Berkshire County,42.3,-73.32
01264,Tyringham,MA,Berkshire County,42.24,-73.19
01266,West Stockbridge,MA,Berkshire County,42.31,-73.39
01267,Williamstown,MA,Berkshire County,42.7,-73.2
01270,Windsor,MA,Berkshire County,42.51,-73.04
01301,Greenfield,MA,Franklin County,42.58,-72.59
01302,Greenfield,MA,Franklin County,42.58,-72.59
01330,Ashfield,MA,Franklin County,42.53,-72.78
01331,Athol,MA,Worcester County,42.59,-72.23
01337,Bernardston,MA,Franklin County,42.66,-72.55
01338,Buckland,MA,Franklin County,42.57,-72.82
01339,Charlemont,MA,Franklin County,42.63,-72.88
01340,Colrain,MA,Franklin County,42.66,-72.68
01341,Conway,MA,Franklin County,42.51,-72.68
01342,Deerfield,MA,Franklin County,42.55,-72.6
01343,Drury,MA,Berkshire County,42.66,-72.98
01344,Erving,MA,Franklin County,42.6,-72.4
01346,Heath,MA,Franklin County,42.66,-72.83
01347,Lake Pleasant,MA,Franklin County,42.56,-72.52
01349,Millers Falls,MA,Franklin County,42.56,-72.48
01350,Monroe Bridge,MA,Franklin County,42.72,-72.98
01351,Montague,MA,Franklin County,42.53,-72.53
01354,Gill,MA,Franklin County,42.62,-72.51
01355,New Salem,MA,Franklin County,42.5,-72.33
01360,Northfield,MA,Franklin County,42.7,-72.43
01364,Orange,MA,Franklin County,42.59,-72.3
01366,Petersham,MA,Worcester County,42.48,-72.18
01367,Rowe,MA,Franklin County,42.7,-72.9
01368,Royalston,MA,Worcester County,42.68,-72.18
01370,Shelburne Falls,MA,Franklin County,42.6,-72.74
01373,South Deerfield,MA,Franklin County,42.47,-72.59
01375,Sunderland,MA,Franklin County,42.46,-72.58
01376,Turners Falls,MA,Franklin County,42.59,-72.55
01378,Warwick,MA,Franklin County,42.68,-72.33
01379,Wendell,MA,Franklin County,42.55,-72.4
01380,Wendell Depot,MA,Franklin County,42.58,-72.37
01420,Fitchburg,MA,Worcester County,42.58,-71.81
01430,Ashburnham,MA,Worcester County,42.63,-71.9
01431,Ashby,MA,Middlesex County,42.68,-71.81
01432,Ayer,MA,Middlesex County,42.56,-71.58
01434,Devens,MA,Worcester County,42.53,-71.61
01436,Baldwinville,MA,Worcester County,42.6,-72.07
01438,East Templeton,MA,Worcester County,42.56,-72.03
01440,Gardner,MA,Worcester County,42.58,-71.98
01441,Westminster,MA,Worcester County,42.58,-71.98
01450,Groton,MA,Middlesex County,42.6,-71.57
01451,Harvard,MA,Worcester County,42.5,-71.58
01452,Hubbardston,MA,Worcester County,42.48,-72.01
01453,Leominster,MA,Worcester County,42.51,-71.77
01460,Littleton,MA,Middlesex County,42.53,-71.47
01462,Lunenburg,MA,Worcester County,42.59,-71.72
01463,Pepperell,MA,Middlesex County,42.66,-71.58
01464,Shirley,MA,Middlesex County,42.54,-71.65
01467,Still River,MA,Worcester County,42.49,-71.61
01468,Templeton,MA,Worcester County,42.55,-72.06
01469,Townsend,MA,Middlesex County,42.66,-71.7
01470,Groton,MA,Middlesex County,42.6,-71.57
01471,Groton,MA,Middlesex County,42.6,-71.57
01472,West Groton,MA,Middlesex County,42.61,-71.62
01473,Westminster,MA,Worcester County,42.55,-71.9
01474,West Townsend,MA,Middlesex County,42.66,-71.74
01475,Winchendon,MA,Worcester County,42.68,-72.04
01477,Winchendon Springs,MA,Worcester County,42.69,-72.01
01501,Auburn,MA,Worcester County,42.2,-71.83
01503,Berlin,MA,Worcester County,42.38,-71.63
01504,Blackstone,MA,Worcester County,42.04,-71.53
01505,Boylston,MA,Worcester County,42.35,-71.73
01506,Brookfield,MA,Worcester County,42.21,-72.1
01507,Charlton,MA,Worcester County,42.13,-71.96
01508,Charlton City,MA,Worcester County,42.13,-71.96
01509,Charlton Depot,MA,Worcester County,42.13,-71.96
01510,Clinton,MA,Worcester County,42.41,-71.68
01515,East Brookfield,MA,Worcester County,42.22,-72.04
01516,Douglas,MA,Worcester County,42.05,-71.73
01517,East Princeton,MA,Worcester County,42.46,-71.89
01518,Fiskdale,MA,Worcester County,42.12,-72.11
01519,Grafton,MA,Worcester County,42.2,-71.68
01520,Holden,MA,Worcester County,42.35,-71.85
01521,Holland,MA,Hampden County,42.05,-72.15
01522,Jefferson,MA,Worcester County,42.38,-71.87
01523,Lancaster,MA,Worcester County,42.45,-71.66
01524,Leicester,MA,Worcester County,42.25,-71.9
01525,Linwood,MA,Worcester County,42.11,-71.63
01526,Manchaug,MA,Worcester County,42.12,-71.76
01527,Millbury,MA,Worcester County,42.19,-71.76
01529,Millville,MA,Worcester County,42.03,-71.58
01531,New Braintree,MA,Worcester County,42.31,-72.13
01532,Northborough,MA,Worcester County,42.31,-71.64
01534,Northbridge,MA,Worcester County,42.15,-71.65
01535,North Brookfield,MA,Worcester County,42.27,-72.08
01536,North Grafton,MA,Worcester County,42.23,-71.69
01537,North Oxford,MA,Worcester County,42.16,-71.88
01538,North Uxbridge,MA,Worcester County,42.05,-71.64
01540,Oxford,MA,Worcester County,42.11,-71.87
01541,Princeton,MA,Worcester County,42.45,-71.86
01542,Rochdale,MA,Worcester County,42.2,-71.9
01543,Rutland,MA,Worcester County,42.36,-71.95
01545,Shrewsbury,MA,Worcester County,42.3,-71.71
01546,Shrewsbury,MA,Worcester County,42.3,-71.71
01550,Southbridge,MA,Worcester County,42.08,-72.03
01560,South Grafton,MA,Worcester County,42.17,-71.68
01561,South Lancaster,MA,Worcester County,42.44,-71.69
01562,Spencer,MA,Worcester County,42.24,-71.99
01564,Sterling,MA,Worcester County,42.43,-71.75
01566,Sturbridge,MA,Worcester County,42.09,-72.06
01568,Upton,MA,Worcester County,42.17,-71.61
01569,Uxbridge,MA,Worcester County,42.08,-71.6
01570,Webster,MA,Worcester County,42.04,-71.87
01571,Dudley,MA,Worcester County,42.05,-71.93
01580,Westborough,MA,Worcester County,42.26,-71.61
01581,Westborough,MA,Worcester County,42.26,-71.61
01582,Westborough,MA,Worcester County,42.26,-71.61
01583,West Boylston,MA,Worcester County,42.36,-71.78
01585,West Brookfield,MA,Worcester County,42.23,-72.14
01586,West Millbury,MA,Worcester County,42.19,-71.76
01588,Whitinsville,MA,Worcester County,42.11,-71.67
01590,Sutton,MA,Worcester County,42.15,-71.76
01601,Worcester,MA,Worcester County,42.26,-71.8
01602,Worcester,MA,Worcester County,42.27,-71.85
01603,Worcester,MA,Worcester County,42.24,-71.84
01604,Worcester,MA,Worcester County,42.25,-71.77
01605,Worcester,MA,Worcester County,42.29,-71.79
01606,Worcester,MA,Worcester County,42.32,-71.8
01607,Worcester,MA,Worcester County,42.23,-71.79
01608,Worcester,MA,Worcester County,42.26,-71.8
01609,Worcester,MA,Worcester County,42.29,-71.83
01610,Worcester,MA,Worcester County,42.25,-71.81
01611,Cherry Valley,MA,Worcester County,42.23,-71.87
01612,Paxton,MA,Worcester County,42.31,-71.93
01613,Worcester,MA,Worcester County,42.26,-71.8
01614,Worcester,MA,Worcester County,42.26,-71.8
01615,Worcester,MA,Worcester County,42.26,-71.8
01653,Worcester,MA,Worcester County,42.26,-71.8
01654,Worcester,MA,Worcester County,42.26,-71.8
01655,Worcester,MA,Worcester County,42.26,-71.8
01701,Framingham,MA,Middlesex County,42.3,-71.43
01702,Framingham,MA,Middlesex County,42.28,-71.44
01703,Framingham,MA,Middlesex County,42.3,-71.43
01704,Framingham,MA,Middlesex County,42.3,-71.43
01705,Framingham,MA,Middlesex County,42.3,-71.43
01718,Village Of Nagog Woods,MA,Middlesex County,42.52,-71.43
01719,Boxborough,MA,Middlesex County,42.5,-71.5
01720,Acton,MA,Middlesex County,42.48,-71.46
01721,Ashland,MA,Middlesex County,42.25,-71.46
01730,Bedford,MA,Middlesex County,42.48,-71.26
01731,Hanscom Afb,MA,Middlesex County,42.46,-71.28
01740,Bolton,MA,Worcester County,42.43,-71.6
01741,Carlisle,MA,Middlesex County,42.53,-71.35
01742,Concord,MA,Middlesex County,42.45,-71.35
01745,Fayville,MA,Worcester County,42.29,-71.5
01746,Holliston,MA,Middlesex County,42.2,-71.43
01747,Hopedale,MA,Worcester County,42.12,-71.54
01748,Hopkinton,MA,Middlesex County,42.22,-71.52
01749,Hudson,MA,Middlesex County,42.39,-71.56
01752,Marlborough,MA,Middlesex County,42.34,-71.54
01754,Maynard,MA,Middlesex County,42.42,-71.45
01756,Mendon,MA,Worcester County,42.1,-71.55
01757,Milford,MA,Worcester County,42.14,-71.51
01760,Natick,MA,Middlesex County,42.28,-71.35
01770,Sherborn,MA,Middlesex County,42.23,-71.36
01772,Southborough,MA,Worcester County,42.3,-71.51
01773,Lincoln,MA,Middlesex County,42.41,-71.3
01775,Stow,MA,Middlesex County,42.43,-71.5
01776,Sudbury,MA,Middlesex County,42.36,-71.4
01778,Wayland,MA,Middlesex County,42.36,-71.36
01784,Woodville,MA,Middlesex County,42.23,-71.55
01801,Woburn,MA,Middlesex County,42.48,-71.15
01803,Burlington,MA,Middlesex County,42.5,-71.2
01805,Burlington,MA,Middlesex County,42.5,-71.2
01806,Woburn,MA,Middlesex County,42.47,-71.15
01807,Woburn,MA,Middlesex County,42.48,-71.15
01808,Woburn,MA,Middlesex County,42.5,-71.12
01810,Andover,MA,Essex County,42.65,-71.14
01812,Andover,MA,Essex County,42.65,-71.14
01813,Woburn,MA,Middlesex County,42.48,-71.15
01815,Woburn,MA,Middlesex County,42.48,-71.15
01821,Billerica,MA,Middlesex County,42.55,-71.26
01822,Billerica,MA,Middlesex County,42.55,-71.26
01824,Chelmsford,MA,Middlesex County,42.59,-71.36
01826,Dracut,MA,Middlesex County,42.68,-71.3
01827,Dunstable,MA,Middlesex County,42.66,-71.48
01830,Haverhill,MA,Essex County,42.78,-71.08
01831,Haverhill,MA,Essex County,42.78,-71.08
01832,Haverhill,MA,Essex County,42.79,-71.13
01833,Georgetown,MA,Essex County,42.73,-70.98
01834,Groveland,MA,Essex County,42.75,-71.03
01835,Haverhill,MA,Essex County,42.75,-71.09
