zipcode,centile,superzip,rank,adultpop,households,college,income,primary_city,state,county,latitude,longitude
35223,0.9848444319409718,1,265,8111,4081,80.6,121738,Birmingham,AL,Jefferson County,33.49,-86.73
94107,0.9848020098038781,1,266,26265,14123,70.1,143467,San Francisco,CA,San Francisco County,37.76,-122.39
27519,0.9847554234520002,1,267,36399,18210,75.7,126832,Cary,NC,Wake County,35.81,-78.88
10028,0.9846825156732555,1,268,43278,26435,83.1,119203,New York,NY,New York County,40.78,-73.95
10011,0.9846106748327964,1,269,45856,28753,78.3,123208,New York,NY,New York County,40.74,-74
07924,0.9845924190452664,1,270,5795,2724,68.9,150246,Bernardsville,NJ,Somerset County,40.73,-74.59
55439,0.9845660458492212,1,271,6738,3489,75.6,126572,Minneapolis,MN,Hennepin County,44.88,-93.37
94087,0.9845359304804986,1,272,42574,20253,71.4,137652,Sunnyvale,CA,Santa Clara County,37.35,-122.03
33149,0.9845109811836138,1,273,9456,4602,74.4,128563,Key Biscayne,FL,Miami-Dade County,25.68,-80.16
07627,0.984495504168833,1,274,3721,1661,68.9,149271,Demarest,NJ,Bergen County,40.95,-73.95
01742,0.9844551680834708,1,275,14920,6741,71.4,137547,Concord,MA,Middlesex County,42.45,-71.35
14722,0.9844175762580725,1,276,340,118,91.3,115673,Chautauqua,NY,Chautauqua County,42.21,-79.47
37350,0.9843716998836047,1,277,1442,749,77,124028,Lookout Mountain,TN,Hamilton County,34.99,-85.35
92603,0.9843203044207638,1,278,15036,7816,80.3,120915,Irvine,CA,Orange County,33.62,-117.79
07458,0.9841740032189711,1,279,8535,3714,66.5,176455,Saddle River,NJ,Bergen County,41.02,-74.09
01748,0.9841461331538552,1,280,12028,5614,68.2,151357,Hopkinton,MA,Middlesex County,42.22,-71.52
91436,0.9841187965578817,1,281,11550,5519,67.5,159965,Encino,CA,Los Angeles County,34.15,-118.49
10706,0.9840992973237985,1,282,6777,3301,72.3,132981,Hastings On Hudson,NY,Westchester County,40.98,-73.87
11962,0.9840722831759143,1,283,217,123,82.9,118250,Sagaponack,NY,Suffolk County,40.92,-72.27
10017,0.9840048772291501,1,284,15193,10076,82.5,118469,New York,NY,New York County,40.75,-73.97
22314,0.9839806033968901,1,285,28651,17096,77.9,122689,Alexandria,VA,Alexandria city,38.81,-77.06
94025,0.9839692043149293,1,286,31226,14726,69.9,139833,Menlo Park,CA,San Mateo County,37.45,-122.17
06853,0.9839615646620389,1,287,2758,1445,71.2,136189,Norwalk,CT,Fairfield County,41.07,-73.44
10527,0.9839572717638261,1,288,575,251,67.5,158977,Granite Springs,NY,Westchester County,41.32,-73.77
06073,0.9839570222856475,1,289,4438,2168,66.8,166250,South Glastonbury,CT,Hartford County,41.65,-72.56
29482,0.9839360818960112,1,290,1604,769,79.3,120850,Sullivans Island,SC,Charleston County,32.76,-79.85
11530,0.9838731971249065,1,291,21547,9321,68,151809,Garden City,NY,Nassau County,40.72,-73.64
01775,0.9837775468957584,1,292,5269,2627,68.7,144766,Stow,MA,Middlesex County,42.43,-71.5
75022,0.9837032842434249,1,293,16975,7587,67.4,156902,Flower Mound,TX,Denton County,33.02,-97.09
94158,0.9835371480474063,1,294,5796,3497,71.3,133981,San Francisco,CA,San Francisco County,37.77,-122.39
07417,0.983513906640646,1,295,8419,3853,67.3,155458,Franklin Lakes,NJ,Bergen County,41,-74.2
90049,0.9834385425372415,1,296,30207,16514,77.5,121671,Los Angeles,CA,Los Angeles County,34.08,-118.49
20777,0.9833815165589916,1,297,2682,1132,66.3,166719,Highland,MD,Howard County,39.17,-76.95
01772,0.9833350722025959,1,298,6965,3246,68.5,143375,Southborough,MA,Worcester County,42.3,-71.51
02467,0.9832298249522542,1,299,18352,6181,79.2,119964,Chestnut Hill,MA,Norfolk County,42.31,-71.16
01740,0.9831702524230413,1,300,3725,1686,67.4,151618,Bolton,MA,Worcester County,42.43,-71.6
07946,0.9831450709043708,1,301,2460,1143,67.2,152750,Millington,NJ,Morris County,40.66,-74.51
93108,0.983119605394736,1,302,9264,4166,70.5,134667,Santa Barbara,CA,Santa Barbara County,34.44,-119.61
10502,0.983107939578204,1,303,4324,1948,66.5,159444,Ardsley,NY,Westchester County,41.01,-73.84
60604,0.9831026181988307,1,304,641,400,85.8,114565,Chicago,IL,Cook County,41.88,-87.63
20895,0.9830808179476234,1,305,14862,7024,69.9,136433,Kensington,MD,Montgomery County,39.02,-77.07
60602,0.9830789680620169,1,306,1122,596,83.4,115774,Chicago,IL,Cook County,41.88,-87.63
83025,0.9830481042587589,1,307,342,105,73.7,125697,Teton Village,WY,Teton County,43.59,-110.85
07760,0.9829996813333277,1,308,6224,3166,69,138917,Rumson,NJ,Monmouth County,40.36,-74
11545,0.9829073606024645,1,309,9779,4369,67.5,149174,Glen Head,NY,Nassau County,40.84,-73.61
92067,0.9828965161903784,1,310,7235,2994,71.5,130769,Rancho Santa Fe,CA,San Diego County,33.02,-117.19
01886,0.9828462951485195,1,311,17427,8244,69.1,138006,Westford,MA,Middlesex County,42.58,-71.43
07930,0.9828381565392721,1,312,6366,2965,69,138328,Chester,NJ,Morris County,40.78,-74.69
20105,0.9828287532827396,1,313,12011,5675,68.1,143204,Aldie,VA,Loudoun County,38.97,-77.64
11791,0.9827773923326844,1,314,19302,8275,65.9,163801,Syosset,NY,Nassau County,40.81,-73.5
90254,0.9827690599587764,1,315,16228,9158,73.8,124849,Hermosa Beach,CA,Los Angeles County,33.86,-118.39
76034,0.9827324966145379,1,316,19370,8854,65.8,164682,Colleyville,TX,Tarrant County,32.89,-97.14
94070,0.9826746186633958,1,317,23343,11626,66.7,153291,San Carlos,CA,San Mateo County,37.49,-122.26
08534,0.9826341233261586,1,318,9885,4885,72.8,126108,Pennington,NJ,Mercer County,40.32,-74.79
11797,0.9824980985545233,1,319,7100,3022,65.5,166949,Woodbury,NY,Nassau County,40.81,-73.47
07974,0.9824217710511908,1,320,8913,4151,67.1,146776,New Providence,NJ,Union County,40.7,-74.4
95129,0.9823765913420799,1,321,30520,13959,70.5,131976,San Jose,CA,Santa Clara County,37.3,-122
08836,0.9821872482520869,1,322,2986,1327,66.5,150994,Martinsville,NJ,Somerset County,40.6,-74.56
22180,0.9821573478487571,1,323,18527,8482,67.9,141328,Vienna,VA,Fairfax County,38.9,-77.26
46077,0.9820878770509935,1,324,19206,9766,71.2,128642,Zionsville,IN,Boone County,39.95,-86.27
94705,0.9820401335345266,1,325,11452,5782,80.4,116250,Berkeley,CA,Alameda County,37.86,-122.24
06824,0.9819015794683208,1,326,26410,11507,67.8,140313,Fairfield,CT,Fairfield County,41.13,-73.28
19072,0.9818161711565443,1,327,7075,3996,77.9,118333,Narberth,PA,Montgomery County,40.02,-75.26
07922,0.9817188263493256,1,328,9389,4072,66.5,146674,Berkeley Heights,NJ,Union County,40.67,-74.42
77007,0.9816897646068348,1,329,31926,19082,74.8,121458,Houston,TX,Harris County,29.77,-95.41
85253,0.9816165516363938,1,330,14934,7385,68.3,136558,Paradise Valley,AZ,Maricopa County,33.54,-111.96
20841,0.9815635518217856,1,331,7753,2870,64.7,166646,Boyds,MD,Montgomery County,39.18,-77.31
94404,0.9815234479582091,1,332,29012,14448,68.9,134056,San Mateo,CA,San Mateo County,37.55,-122.26
48306,0.9815065470442683,1,333,20501,9706,67.4,140372,Rochester,MI,Oakland County,42.72,-83.15
06525,0.9814789437137235,1,334,6821,2876,67.9,138320,Woodbridge,CT,New Haven County,41.36,-73
06107,0.9814220464189023,1,335,14311,7292,73.4,122393,West Hartford,CT,Hartford County,41.75,-72.74
37027,0.9813589851395295,1,336,39513,18844,70.5,128020,Brentwood,TN,Williamson County,35.99,-86.78
67228,0.9812892821199801,1,337,1588,739,71.4,126065,Wichita,KS,Sedgwick County,37.77,-97.17
07901,0.9812539316538487,1,338,16922,8301,70.3,128097,Summit,NJ,Union County,40.71,-74.36
94960,0.9812520087983316,1,339,12287,6412,72.4,123861,San Anselmo,CA,Marin County,37.99,-122.58
92694,0.9812183662223244,1,340,17017,8030,65.3,154384,Ladera Ranch,CA,Orange County,33.55,-117.62
11790,0.9811417719844202,1,341,15360,4529,68.2,135197,Stony Brook,NY,Suffolk County,40.9,-73.12
46033,0.9811145256147503,1,342,27402,13415,71.9,124712,Carmel,IN,Hamilton County,39.96,-86.1
89823,0.9810998354916298,1,343,116,59,87.5,110580,Deeth,NV,Elko County,41.01,-115.28
22102,0.9810485992806641,1,344,19716,10400,80.6,114310,Mc Lean,VA,Fairfax County,38.95,-77.23
77024,0.9809883340304333,1,345,28458,15252,75.8,118561,Houston,TX,Harris County,29.77,-95.51
77059,0.9809606404735849,1,346,13033,5889,70.7,126385,Houston,TX,Harris County,29.61,-95.12
06807,0.9809496156088922,1,347,5297,2560,66.2,144583,Cos Cob,CT,Fairfield County,41.06,-73.59
95054,0.9809463033670005,1,348,19411,8412,66.7,140890,Santa Clara,CA,Santa Clara County,37.39,-121.96
92625,0.9808683369991146,1,349,10517,5808,66.9,139561,Corona Del Mar,CA,Orange County,33.6,-117.86
92127,0.9808446523495149,1,350,31350,14937,70.1,127227,San Diego,CA,San Diego County,33.02,-117.12
94611,0.9807221472243575,1,351,31917,17244,73.7,120601,Oakland,CA,Alameda County,37.83,-122.22
22032,0.9806932062766169,1,352,24042,9798,66.6,140139,Fairfax,VA,Fairfax County,38.82,-77.29
48374,0.9805892926991321,1,353,10975,4934,67,138068,Novi,MI,Oakland County,42.47,-83.52
22046,0.9805868363744722,1,354,13788,6620,71.8,123523,Falls Church,VA,Falls Church city,38.88,-77.17
55347,0.9805353506853278,1,355,22710,11498,68.6,131004,Eden Prairie,MN,Hennepin County,44.84,-93.45
07934,0.9805336043380785,1,356,1222,574,65.1,150250,Gladstone,NJ,Somerset County,40.72,-74.67
07733,0.9805182175496012,1,357,12907,5772,64.9,152294,Holmdel,NJ,Monmouth County,40.37,-74.17
60048,0.9804718806759016,1,358,21990,10368,69.1,128657,Libertyville,IL,Lake County,42.28,-87.96
48302,0.9804707235113126,1,359,12300,6265,70.8,125132,Bloomfield Hills,MI,Oakland County,42.59,-83.29
30005,0.9803876812978927,1,360,28362,12823,69.5,127340,Alpharetta,GA,Fulton County,34.09,-84.22
19025,0.9803725439875939,1,361,4244,2058,69.8,126705,Dresher,PA,Montgomery County,40.14,-75.16
10128,0.9803453878442274,1,362,53083,31644,82.2,111937,New York,NY,New York County,40.78,-73.95
02494,0.9802845334113361,1,363,7434,3589,69.7,126866,Needham Heights,MA,Norfolk County,42.3,-71.23
10010,0.9802135139753232,1,364,29766,15972,78,115084,New York,NY,New York County,40.74,-73.98
94925,0.9801614391035185,1,365,7202,3876,67.5,134902,Corte Madera,CA,Marin County,37.92,-122.51
20759,0.9801122504871591,1,366,3495,1543,64.2,155590,Fulton,MD,Howard County,39.15,-76.92
90067,0.9801082455242498,1,367,2104,1342,71,123889,Los Angeles,CA,Los Angeles County,34.06,-118.41
07481,0.980106391694304,1,368,12832,5827,65,147463,Wyckoff,NJ,Bergen County,40.99,-74.16
07059,0.9800898649976306,1,369,12339,5097,64.3,154429,Warren,NJ,Somerset County,40.63,-74.51
40059,0.9800572760478553,1,370,13853,6837,67.3,135190,Prospect,KY,Jefferson County,38.34,-85.6
21131,0.9800344818282731,1,371,5547,2553,70.5,124792,Phoenix,MD,Baltimore County,39.5,-76.56
01730,0.980029904939096,1,372,10537,5240,70.2,125208,Bedford,MA,Middlesex County,42.48,-71.26
48168,0.9800278918572752,1,373,16484,8022,67.8,133040,Northville,MI,Wayne County,42.4,-83.6
07446,0.9799933070820721,1,374,11423,5539,66.7,137331,Ramsey,NJ,Bergen County,41.05,-74.14
94062,0.9799771718590595,1,375,21567,10180,65,146450,Redwood City,CA,San Mateo County,37.4,-122.29
05445,0.979843039374495,1,376,2958,1466,74.9,117407,Charlotte,VT,Chittenden County,44.3,-73.25
98004,0.9798268868950895,1,377,27849,16006,74.9,117321,Bellevue,WA,King County,47.61,-122.21
94526,0.9796875671379552,1,378,24594,12212,65.5,141761,Danville,CA,Contra Costa County,37.81,-121.97
92091,0.9796432951152552,1,379,1276,644,66.6,136250,Rancho Santa Fe,CA,San Diego County,33.02,-117.24
95033,0.9795740008257594,1,380,7955,3708,64.5,147619,Los Gatos,CA,Santa Cruz County,37.13,-121.94
02043,0.9795253668792747,1,381,17049,8712,69.7,125144,Hingham,MA,Plymouth County,42.23,-70.88
48009,0.9794379454856778,1,382,15609,8982,76.7,114537,Birmingham,MI,Oakland County,42.54,-83.21
11215,0.9793879739219973,1,383,56318,28880,74.5,116893,Brooklyn,NY,Kings County,40.66,-73.99
02445,0.9793749744326082,1,384,16295,8473,80.4,111642,Brookline,MA,Norfolk County,42.32,-71.14
94010,0.9793282593973021,1,385,32578,16053,66.5,135283,Burlingame,CA,San Mateo County,37.56,-122.37
02460,0.979262956758662,1,386,7365,3722,73.3,118148,Newtonville,MA,Middlesex County,42.35,-71.2
20003,0.9792214980214966,1,387,26035,12394,72.9,118607,Washington,DC,District of Columbia,38.88,-76.99
90210,0.9791259340743129,1,388,16041,7983,64,149732,Beverly Hills,CA,Los Angeles County,34.09,-118.41
37215,0.9791127235638704,1,389,17727,9783,79,112047,Nashville,TN,Davidson County,36.08,-86.83
37069,0.9790846557897545,1,390,14438,7015,71.8,120414,Franklin,TN,Williamson County,35.99,-86.9
07045,0.9790821955207554,1,391,8218,3816,62.7,162798,Montville,NJ,Morris County,40.9,-74.36
02110,0.9790033254107979,1,392,2070,1347,84.7,108438,Boston,MA,Suffolk County,42.36,-71.05
07739,0.978992511567159,1,393,4323,2103,64.5,144250,Little Silver,NJ,Monmouth County,40.33,-74.03
77479,0.9788613688763972,1,394,63859,27308,66.1,135952,Sugar Land,TX,Fort Bend County,29.57,-95.64
60565,0.9788566327353452,1,395,29994,13697,69.1,124716,Naperville,IL,DuPage County,41.73,-88.12
60601,0.9788411769212962,1,396,12889,8400,80.9,110215,Chicago,IL,Cook County,41.89,-87.62
20833,0.9788339247977274,1,397,5762,2376,63.3,153919,Brookeville,MD,Montgomery County,39.17,-77.05
07626,0.9788038823989156,1,398,6385,2987,65.9,136250,Cresskill,NJ,Bergen County,40.94,-73.96
35213,0.978753932035967,1,399,9932,5487,80,110696,Birmingham,AL,Jefferson County,33.51,-86.74
02478,0.9787493896595758,1,400,19542,9708,72.7,118342,Belmont,MA,Middlesex County,42.39,-71.18
78738,0.9787167277398898,1,401,11223,5964,69.3,123836,Austin,TX,Travis County,30.32,-97.96
77382,0.9786283774591502,1,402,26886,13259,64.9,139902,Spring,TX,Montgomery County,30.19,-95.55
11965,0.9786270437862932,1,403,598,336,71.9,119583,Shelter Island Heights,NY,Suffolk County,41.1,-72.29
18977,0.978586385252842,1,404,3227,1512,67,130536,Washington Crossing,PA,Bucks County,40.28,-74.87
10570,0.9785690928652404,1,405,9430,4089,66.5,132601,Pleasantville,NY,Westchester County,41.13,-73.78
22202,0.9785483846973893,1,406,21495,12940,84.9,107760,Arlington,VA,Arlington County,38.86,-77.05
02466,0.97854359284282,1,407,6842,2820,74.7,115345,Auburndale,MA,Middlesex County,42.34,-71.24
07940,0.9785381772928039,1,408,13285,5369,67.6,128116,Madison,NJ,Morris County,40.75,-74.41
21036,0.978476131182538,1,409,1879,748,65.5,136667,Dayton,MD,Howard County,39.23,-77
06117,0.9784085487275057,1,410,12885,5497,70.7,120799,West Hartford,CT,Hartford County,41.79,-72.76
48025,0.9783253645186036,1,411,11211,5790,71.5,119828,Franklin,MI,Oakland County,42.51,-83.3
14506,0.97825163533541315,1,412,1205,529,66.9,129196,Mendon,NY,Monroe County,43.01,-77.52
06896,0.9781519244298378,1,413,7105,3460,66.7,129871,Redding,CT,Fairfield County,41.3,-73.38
94131,0.9781305195966301,1,414,24832,13243,71.2,119924,San Francisco,CA,San Francisco County,37.74,-122.44
10803,0.9780424533068548,1,415,9053,4020,63.3,146833,Pelham,NY,Westchester County,40.9,-73.81
02332,0.9779671064598432,1,416,11423,5427,68.6,123613,Duxbury,MA,Plymouth County,42.04,-70.67
92131,0.9779507045022591,1,417,24939,11572,68.1,125035,San Diego,CA,San Diego County,32.89,-117.07
10590,0.9779349607529069,1,418,5396,2594,65.4,135000,South Salem,NY,Westchester County,41.25,-73.54
98112,0.9779201113779112,1,419,20573,11264,78.9,110051,Seattle,WA,King County,47.63,-122.29
94970,0.9779024792858277,1,420,680,356,70.8,119934,Stinson Beach,CA,Marin County,37.91,-122.65
06831,0.9778337357218678,1,421,11456,5021,64,140924,Greenwich,CT,Fairfield County,41.09,-73.66
94040,0.977812687849535,1,422,27196,14297,70.6,120028,Mountain View,CA,Santa Clara County,37.38,-122.08
11201,0.977786473905365,1,423,51636,26923,72.6,116446,Brooklyn,NY,Kings County,40.69,-73.99
22209,0.9777266385859189,1,424,11201,7183,87.2,106424,Arlington,VA,Arlington County,38.9,-77.08
06001,0.9777016680883027,1,425,14134,7125,69,122486,Avon,CT,Hartford County,41.8,-72.83
07976,0.9776994784982141,1,426,541,228,72.7,116019,New Vernon,NJ,Morris County,40.73,-74.48
19333,0.9776871199606643,1,427,4967,2802,76.4,111892,Devon,PA,Chester County,40.04,-75.42
94904,0.9775898481233563,1,428,9995,5375,72.3,116469,Greenbrae,CA,Marin County,37.94,-122.56
16851,0.9775881747460173,1,429,698,312,75.6,112688,Lemont,PA,Centre County,40.82,-77.79
07079,0.9775761347122177,1,430,13130,5151,69.2,121637,South Orange,NJ,Essex County,40.74,-74.26
05055,0.9775658967391847,1,431,2422,1255,80.4,108711,Norwich,VT,Windsor County,43.72,-72.3
20165,0.9774653989419495,1,432,24996,11317,64.9,135250,Sterling,VA,Loudoun County,39.06,-77.39
11577,0.9773829631675829,1,433,9762,4298,66.8,126830,Roslyn Heights,NY,Nassau County,40.78,-73.64
20878,0.977378992717459,1,434,48898,22905,69.9,120149,Gaithersburg,MD,Montgomery County,39.12,-77.25
44236,0.9773419861303815,1,435,18618,9122,69.4,120825,Hudson,OH,Summit County,41.24,-81.45
20855,0.9772050364159433,1,436,11828,4954,66.4,127948,Derwood,MD,Montgomery County,39.13,-77.13
15367,0.9771034199112435,1,437,6224,2928,66,129063,Venetia,PA,Washington County,40.26,-80.05
11598,0.9770984860611915,1,438,9059,3896,63.4,140573,Woodmere,NY,Nassau County,40.63,-73.72
11733,0.9770360484772651,1,439,13127,5613,62.5,147330,East Setauket,NY,Suffolk County,40.93,-73.1
07302,0.976975537693195,1,440,36668,20267,73.2,113898,Jersey City,NJ,Hudson County,40.72,-74.05
50323,0.9769254931596038,1,441,8977,4566,65.5,130703,Urbandale,IA,Dallas County,41.63,-93.79
07933,0.9768990642500408,1,442,2690,1244,63,142542,Gillette,NJ,Morris County,40.7,-74.47
10016,0.9768735124584413,1,443,47080,28681,77.9,109250,New York,NY,New York County,40.75,-73.98
75013,0.9768653181356766,1,444,26861,12894,67.1,124915,Allen,TX,Collin County,33.11,-96.69
77019,0.9768440207851652,1,445,18748,10835,74.8,112243,Houston,TX,Harris County,29.76,-95.38
19041,0.9767444173622859,1,446,5169,2417,78.3,108750,Haverford,PA,Delaware County,40,-75.31
08730,0.9767401934896449,1,447,3676,1786,64.6,133493,Brielle,NJ,Monmouth County,40.1,-74.06
93953,0.9766408568013374,1,448,3888,1824,65.1,130833,Pebble Beach,CA,Monterey County,36.58,-121.94
07620,0.9766217317845218,1,449,1199,563,70.2,118068,Alpine,NJ,Bergen County,40.95,-73.92
97034,0.9766090162860974,1,450,14521,7770,69.8,118566,Lake Oswego,OR,Clackamas County,45.4,-122.68
19004,0.9765891428347464,1,451,7156,3795,74.7,111907,Bala Cynwyd,PA,Montgomery County,40.01,-75.22
19317,0.9765709043036097,1,452,7590,3704,65.2,130500,Chadds Ford,PA,Delaware County,39.86,-75.59
98053,0.9765594361960778,1,453,16372,8184,67.5,123548,Redmond,WA,King County,47.66,-122.01
94598,0.9765262580636418,1,454,21763,10305,65.6,128299,Walnut Creek,CA,Contra Costa County,37.91,-122.01
85255,0.9765238189953749,1,455,31882,16558,68,122411,Scottsdale,AZ,Maricopa County,33.66,-111.87
02874,0.9765139340388779,1,456,4444,2223,64.4,133655,Saunderstown,RI,Washington County,41.51,-71.44
60661,0.9764489365919333,1,457,9022,5776,89.6,104714,Chicago,IL,Cook County,41.88,-87.64
35649,0.9763679592295134,1,458,59,31,76.3,109750,Mooresville,AL,Limestone County,34.62,-86.88
18323,0.9762271638040404,1,459,158,84,76.6,109013,Buck Hill Falls,PA,Monroe County,41.2,-75.27
94402,0.9762232066659706,1,460,19359,9535,62.7,140186,San Mateo,CA,San Mateo County,37.52,-122.35
04541,0.9760852417824248,1,461,43,27,60.5,171406,Chamberlain,ME,Lincoln County,43.88,-69.49
60605,0.9760633419371993,1,462,23744,13239,78.4,107811,Chicago,IL,Cook County,41.87,-87.62
60010,0.9759810269575835,1,463,34925,16435,64.6,130748,Barrington,IL,Lake County,42.15,-88.12
45243,0.9759584477033942,1,464,11267,5499,72.3,113668,Cincinnati,OH,Hamilton County,39.19,-84.34
78701,0.9759579314906441,1,465,7774,4855,73.2,112201,Austin,TX,Travis County,30.26,-97.74
07711,0.9758653055680846,1,466,1284,593,63,137625,Allenhurst,NJ,Monmouth County,40.24,-74.01
60654,0.9758474836556785,1,467,16749,11635,86.3,104629,Chicago,IL,Cook County,41.89,-87.64
20871,0.975827374038204,1,468,13646,6240,66,125649,Clarksburg,MD,Montgomery County,39.23,-77.27
94588,0.975806162969657,1,469,25935,12259,63.1,136734,Pleasanton,CA,Alameda County,37.67,-121.93
94583,0.9757925570412149,1,470,26149,12015,62.9,137719,San Ramon,CA,Contra Costa County,37.78,-121.99
95032,0.9756256724106611,1,471,20020,9916,64.6,129177,Los Gatos,CA,Santa Clara County,37.23,-121.95
33146,0.9756075625629526,1,472,13181,4018,69.8,116536,Miami,FL,Miami-Dade County,25.72,-80.27
